"CITY","YEAR","VALUE","EPS","VAR_INTERES","TYPE_USER"
"05145 - Caramanta","2009",9.12863070539419,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05145 - Caramanta","2010",13.2978723404255,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05147 - Carepa","2009",38.0134428678118,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05147 - Carepa","2010",29.512893982808,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05154 - Caucasia","2009",28.7190082644628,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05154 - Caucasia","2010",76.4044943820225,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05172 - Chigorodó","2009",33.4816012939749,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05172 - Chigorodó","2010",25.2307692307692,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05190 - Cisneros","2009",31.895777178796,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05190 - Cisneros","2010",5.26315789473684,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05250 - El Bagre","2009",22.7272727272727,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05250 - El Bagre","2010",25,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05364 - Jardín","2009",31.596752368065,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05364 - Jardín","2010",7.14285714285714,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05390 - La Pintada","2009",29.6754250386399,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05390 - La Pintada","2010",22.4489795918367,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05425 - Maceo","2009",100,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05480 - Mutatá","2009",30.8564231738035,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05480 - Mutatá","2010",35.7142857142857,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05579 - Puerto Berrío","2009",24.2250287026406,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05579 - Puerto Berrío","2010",18.8925081433225,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05585 - Puerto Nare","2009",23.1988472622478,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05585 - Puerto Nare","2010",2.52100840336134,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05591 - Puerto Triunfo","2009",34.2828077314344,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05591 - Puerto Triunfo","2010",23.0769230769231,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05604 - Remedios","2009",24.2857142857143,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05604 - Remedios","2010",15.0602409638554,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05642 - Salgar","2009",20.1965065502183,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05642 - Salgar","2010",5.60747663551402,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05679 - Santa Bárbara","2009",21.1859527921704,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05679 - Santa Bárbara","2010",13.128038897893,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05690 - Santo Domingo","2009",26.2454434993925,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05690 - Santo Domingo","2010",3.125,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05736 - Segovia","2009",22.7544910179641,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05736 - Segovia","2010",17.8921568627451,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05761 - Sopetrán","2009",100,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05837 - Turbo","2009",26.7150635208711,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05837 - Turbo","2010",22.8621291448517,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05861 - Venecia","2009",24.2,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05861 - Venecia","2010",12.9496402877698,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05873 - Vigía Del Fuerte","2009",29.4814814814815,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05873 - Vigía Del Fuerte","2010",7.28476821192053,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05887 - Yarumal","2009",16.2120031176929,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05887 - Yarumal","2010",11.8451025056948,"CCF001","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
