CITY;YEAR;VALUE;EPS;VAR_INTERES;TYPE_USER
25307 - Girardot;2013;100,000000;RES002;Lesiones;4 - PARTICULAR
25307 - Girardot;2014;100,000000;RES002;Lesiones;4 - PARTICULAR
25473 - Mosquera;2019; 33,333333;RES002;Lesiones;4 - PARTICULAR
25572 - Puerto Salgar;2014; 33,333333;RES002;Lesiones;4 - PARTICULAR
41001 - Neiva;2009; 10,000000;RES002;Lesiones;4 - PARTICULAR
41001 - Neiva;2011; 25,000000;RES002;Lesiones;4 - PARTICULAR
41001 - Neiva;2014;  9,375000;RES002;Lesiones;4 - PARTICULAR
47001 - Santa Marta;2010;100,000000;RES002;Lesiones;4 - PARTICULAR
47001 - Santa Marta;2012; 50,000000;RES002;Lesiones;4 - PARTICULAR
50001 - Villavicencio;2014; 11,111111;RES002;Lesiones;4 - PARTICULAR
50001 - Villavicencio;2015; 25,000000;RES002;Lesiones;4 - PARTICULAR
50001 - Villavicencio;2019; 11,111111;RES002;Lesiones;4 - PARTICULAR
52001 - Pasto;2011; 50,000000;RES002;Lesiones;4 - PARTICULAR
52352 - Iles;2011; 50,000000;RES002;Lesiones;4 - PARTICULAR
52356 - Ipiales;2019; 50,000000;RES002;Lesiones;4 - PARTICULAR
52835 - San Andres De Tumaco;2019; 50,000000;RES002;Lesiones;4 - PARTICULAR
54001 - Cúcuta;2009; 40,000000;RES002;Lesiones;4 - PARTICULAR
54405 - Los Patios;2019;100,000000;RES002;Lesiones;4 - PARTICULAR
54810 - Tibú;2019; 25,000000;RES002;Lesiones;4 - PARTICULAR
66001 - Pereira;2019; 10,000000;RES002;Lesiones;4 - PARTICULAR
68001 - Bucaramanga;2009;  2,439024;RES002;Lesiones;4 - PARTICULAR
68001 - Bucaramanga;2011;  5,263158;RES002;Lesiones;4 - PARTICULAR
68001 - Bucaramanga;2013; 12,500000;RES002;Lesiones;4 - PARTICULAR
68001 - Bucaramanga;2014;  6,451613;RES002;Lesiones;4 - PARTICULAR
68081 - Barrancabermeja;2009; 19,047619;RES002;Lesiones;4 - PARTICULAR
68081 - Barrancabermeja;2014;  3,333333;RES002;Lesiones;4 - PARTICULAR
68276 - Floridablanca;2014; 33,333333;RES002;Lesiones;4 - PARTICULAR
68276 - Floridablanca;2019;  3,529412;RES002;Lesiones;4 - PARTICULAR
68276 - Floridablanca;2020;  3,846154;RES002;Lesiones;4 - PARTICULAR
68307 - Girón;2019; 27,272727;RES002;Lesiones;4 - PARTICULAR
68547 - Piedecuesta;2009; 30,000000;RES002;Lesiones;4 - PARTICULAR
68547 - Piedecuesta;2010;100,000000;RES002;Lesiones;4 - PARTICULAR
68547 - Piedecuesta;2011;100,000000;RES002;Lesiones;4 - PARTICULAR
68547 - Piedecuesta;2019;  9,090909;RES002;Lesiones;4 - PARTICULAR
68755 - Socorro;2020; 50,000000;RES002;Lesiones;4 - PARTICULAR
70742 - San Luis De Sincé;2012;100,000000;RES002;Lesiones;4 - PARTICULAR
73001 - Ibagué;2014; 50,000000;RES002;Lesiones;4 - PARTICULAR
73001 - Ibagué;2015;100,000000;RES002;Lesiones;4 - PARTICULAR
76001 - Cali;2013; 40,000000;RES002;Lesiones;4 - PARTICULAR
76001 - Cali;2019;  2,564103;RES002;Lesiones;4 - PARTICULAR
76109 - Buenaventura;2019; 15,789474;RES002;Lesiones;4 - PARTICULAR
86320 - Orito;2014;100,000000;RES002;Lesiones;4 - PARTICULAR
86320 - Orito;2019;  7,692308;RES002;Lesiones;4 - PARTICULAR
